"","FACILITY_NAME","LOCATION_ADDRESS","FACILITY_CITY","STATE_CODE","PERMIT_DESIGN_FLOW","PERMIT_AVG_FLOW","SF","SN_C","geometry"
"2046","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.736944, 38.236667)
"2047","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.725833, 38.225278)
"2048","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.743611, 38.237222)
"2049","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.763056, 38.258056)
"2050","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.725278, 38.23)
"2051","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.728611, 38.233611)
"2052","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.729722, 38.25)
"2053","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.715278, 38.261944)
"2054","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.769722, 38.259444)
"2055","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.76, 38.257778)
"2056","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.751667, 38.255278)
"2057","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.751944, 38.254722)
"2058","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.698056, 38.244444)
"2059","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.705278, 38.245)
"2060","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.711944, 38.260278)
"2061","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.729722, 38.263056)
"2062","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.739167, 38.229722)
"2063","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.767222, 38.245)
"2064","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.743889, 38.237222)
"2065","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.744167, 38.230278)
"2066","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.755, 38.245833)
"2067","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.742778, 38.225)
"2068","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.742778, 38.218611)
"2069","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.741111, 38.216944)
"2070","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.743889, 38.218056)
"2071","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.74, 38.233333)
"2072","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.741944, 38.231389)
"2073","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.743611, 38.232222)
"2074","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.827222, 38.255278)
"2075","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.774722, 38.264444)
"2076","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.823611, 38.221111)
"2077","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.762778, 38.241111)
"2078","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.762778, 38.24)
"2079","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.761389, 38.235)
"2080","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.760278, 38.235)
"2081","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.758611, 38.234722)
"2082","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.758889, 38.234167)
"2083","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.758889, 38.232778)
"2084","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.759444, 38.230278)
"2085","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.759722, 38.229167)
"2086","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.760556, 38.239167)
"2087","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.759722, 38.232778)
"2088","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.760833, 38.232778)
"2089","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.760556, 38.241944)
"2090","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.741667, 38.2225)
"2091","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.696111, 38.233333)
"2092","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.753611, 38.253611)
"2093","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.770278, 38.255278)
"2094","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.696111, 38.233333)
"2095","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,NA,NA,c(-85.695, 38.237222)
"2096","MORRIS FORMAN WQTC MSD","4522 ALGONQUIN PKWY","LOUISVILLE","KY",120,90.06,"Kentucky",1,c(-85.8350326, 38.2372099)
"2097","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.640556, 37.09)
"2098","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.615278, 37.097222)
"2099","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.6, 37.092222)
"2100","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.588889, 37.075556)
"2101","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.586667, 37.072778)
"2102","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.606944, 37.078056)
"2103","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.606667, 37.077778)
"2104","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.608333, 37.073056)
"2105","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.609444, 37.071389)
"2106","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.636667, 37.08)
"2107","PADUCAH/MCCRACKEN COUNTY JSA - PADUCAH","601 NORTHVIEW ST","PADUCAH","KY",9,8.298,"Kentucky",1,c(-88.580556, 37.056389)
"2108","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.86814, 38.19166)
"2109","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.86929, 38.19487)
"2110","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.87086, 38.19584)
"2111","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.87406, 38.19639)
"2112","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.87985, 38.19587)
"2113","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.88076, 38.19694)
"2114","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.879389, 38.203889)
"2115","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,NA,NA,c(-84.87833, 38.20694)
"2116","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.87416, 38.20937)
"2117","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.88178, 38.20163)
"2118","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,NA,NA,c(-84.87589, 38.20949)
"2119","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.85675, 38.20738)
"2120","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.876028, 38.206944)
"2121","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,NA,NA,c(-84.880556, 38.204722)
"2122","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,"Kentucky",1,c(-84.87778, 38.19722)
"2123","FRANKFORT MUNICIPAL STP","1200 KENTUCKY AVE","FRANKFORT","KY",9.9,7.06,NA,NA,c(-84.87333, 38.21472)
"2124","PINEVILLE STP","900 STEWART BRANCH RD","PINEVILLE","KY",0.721,0.687,"Kentucky",1,c(-83.700111, 36.765028)
"2125","PINEVILLE STP","900 STEWART BRANCH RD","PINEVILLE","KY",0.721,0.687,"Kentucky",1,c(-83.69975, 36.764972)
"2126","HARLAN STP","1400 GOOD NEIGHBOR RD","LOYALL","KY",1.2,0.98,"Kentucky",1,c(-83.324252, 36.845273)
"2127","LOYALL STP","GOOD NEIGHBOR RD","LOYALL","KY",0.185,0.179,"Kentucky",1,c(-83.355833, 36.849167)
"2128","LOYALL STP","GOOD NEIGHBOR RD","LOYALL","KY",0.185,0.179,"Kentucky",1,c(-83.355278, 36.8533333)
"2129","CATLETTSBURG STP","3701 PARK ST","CATLETTSBURG","KY",0.65,0.56,"Kentucky",1,c(-82.598883, 38.419867)
"2130","MONTAGUE W P C F","34 GREENFIELD ROAD","MONTAGUE","MA",1.83,NA,NA,NA,c(-72.5732032, 42.5801317)
"2131","MONTAGUE W P C F","34 GREENFIELD ROAD","MONTAGUE","MA",1.83,NA,"Massachusetts",1,c(-72.5649993, 42.6062747)
"2132","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1948204, 41.6799933)
"2133","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1898772, 41.6849515)
"2134","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1881839, 41.6864067)
"2135","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1852489, 41.6903359)
"2136","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1782887, 41.6966583)
"2137","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1726441, 41.6995646)
"2138","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1705592, 41.7014283)
"2139","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1602034, 41.7040295)
"2140","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1589881, 41.7118901)
"2141","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1591359, 41.7179132)
"2142","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,NA,NA,c(-71.1487661, 41.7264594)
"2143","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,NA,NA,c(-71.1407066, 41.7332702)
"2144","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1494967, 41.6967615)
"2145","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1471984, 41.6953914)
"2146","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1396272, 41.68853)
"2147","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1601885, 41.7042781)
"2148","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1627281, 41.7015893)
"2149","FALL RIVER W W T P","1979 BAY STREET","FALL RIVER","MA",30.9,NA,"Massachusetts",1,c(-71.1543474, 41.7002518)
"2150","GREATER LAWRENCE SANITARY DISTRICT","240 CHARLES STREET","NO ANDOVER","MA",52,115.17,"Massachusetts",1,c(-71.15023, 42.7040342)
"2151","GREATER LAWRENCE SANITARY DISTRICT","240 CHARLES STREET","NO ANDOVER","MA",52,115.17,"Massachusetts",1,c(-71.1648179, 42.7008306)
"2152","GREATER LAWRENCE SANITARY DISTRICT","240 CHARLES STREET","NO ANDOVER","MA",52,115.17,"Massachusetts",1,c(-71.1468732, 42.7061063)
"2153","GREATER LAWRENCE SANITARY DISTRICT","240 CHARLES STREET","NO ANDOVER","MA",52,115.17,"Massachusetts",1,c(-71.1599165, 42.7043375)
"2154","GREATER LAWRENCE SANITARY DISTRICT","240 CHARLES STREET","NO ANDOVER","MA",52,115.17,"Massachusetts",1,c(-71.151468, 42.7092997)
"2155","LYNN REGIONAL W P C F","TWO CIRCLE AVENUE","LYNN","MA",25.8,NA,NA,NA,c(-70.9752276, 42.4578601)
"2156","LYNN REGIONAL W P C F","TWO CIRCLE AVENUE","LYNN","MA",25.8,NA,"Massachusetts",1,c(-70.9447381, 42.4597406)
"2157","LYNN REGIONAL W P C F","TWO CIRCLE AVENUE","LYNN","MA",25.8,NA,"Massachusetts",1,c(-70.9446425, 42.4597856)
"2158","LYNN REGIONAL W P C F","TWO CIRCLE AVENUE","LYNN","MA",25.8,NA,"Massachusetts",1,c(-70.9220351, 42.4668257)
"2159","GLOUCESTER W P C F","50 ESSEX AVENUE","GLOUCESTER","MA",7.24,NA,"Massachusetts",1,c(-70.669694, 42.609889)
"2160","GLOUCESTER W P C F","50 ESSEX AVENUE","GLOUCESTER","MA",7.24,NA,"Massachusetts",1,c(-70.664222, 42.611028)
"2161","GLOUCESTER W P C F","50 ESSEX AVENUE","GLOUCESTER","MA",7.24,NA,"Massachusetts",1,c(-70.657306, 42.61325)
"2162","GLOUCESTER W P C F","50 ESSEX AVENUE","GLOUCESTER","MA",7.24,NA,"Massachusetts",1,c(-70.650944, 42.616361)
"2163","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,"Massachusetts",1,c(-71.3343078, 42.64643)
"2164","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,"Massachusetts",1,c(-71.3187252, 42.6594629)
"2165","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,"Massachusetts",1,c(-71.3108417, 42.652007)
"2166","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,NA,NA,c(-71.3011579, 42.647614)
"2167","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,NA,NA,c(-71.2908587, 42.6475716)
"2168","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,"Massachusetts",1,c(-71.3049113, 42.6431011)
"2169","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,"Massachusetts",1,c(-71.3114207, 42.6509156)
"2170","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,NA,NA,c(-71.2885741, 42.6454681)
"2171","LOWELL REGIONAL WW UTILITY","451 FIRST ST BLVD","LOWELL","MA",32,83.36,NA,NA,c(-71.2889159, 42.6453043)
"2172","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9303853, 41.6124289)
"2173","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9269418, 41.6138121)
"2174","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9179597, 41.6084919)
"2175","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9152931, 41.6044037)
"2176","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9146252, 41.6032991)
"2177","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9141324, 41.6028023)
"2178","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9139864, 41.6021453)
"2179","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9133582, 41.6017235)
"2180","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9018546, 41.6030416)
"2181","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9021394, 41.6042644)
"2182","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9042739, 41.6093887)
"2183","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9059673, 41.6111879)
"2184","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9079924, 41.613775)
"2185","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9128926, 41.6172936)
"2186","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9194189, 41.6585493)
"2187","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9180903, 41.6631419)
"2188","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.918668, 41.6659916)
"2189","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9177024, 41.6797358)
"2190","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,NA,NA,c(-70.9193107, 41.6835906)
"2191","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9149604, 41.6258046)
"2192","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9154853, 41.6284369)
"2193","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9199868, 41.6323227)
"2194","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.920402, 41.6354725)
"2195","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9215323, 41.6413902)
"2196","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9211811, 41.6448737)
"2197","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9185128, 41.6563115)
"2198","NEW BEDFORD WASTEWATER TREATMENT FACILITY","FERRY ROAD (FORT RODMAN)","NEW BEDFORD","MA",30,NA,"Massachusetts",1,c(-70.9190414, 41.66914)
"2199","TAUNTON W W T P","825 WEST WATER STREET","TAUNTON","MA",8.4,NA,NA,NA,c(-71.0923419, 41.8805425)
"2200","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.8219527, 42.5810828)
"2201","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,"Massachusetts",1,c(-71.8088573, 42.5870067)
"2202","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,"Massachusetts",1,c(-71.8063211, 42.5856974)
"2203","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.7939387, 42.5787541)
"2204","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.772891, 42.5625562)
"2205","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,"Massachusetts",1,c(-71.7984408, 42.5818221)
"2206","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,"Massachusetts",1,c(-71.798389, 42.5818215)
"2207","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.7940403, 42.5789147)
"2208","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.7843391, 42.5710988)
"2209","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,NA,NA,c(-71.7910198, 42.5742898)
"2210","EAST FITCHBURG WWTF","24 LANIDES LANE","FITCHBURG","MA",12.3,NA,"Massachusetts",1,c(-71.798421, 42.581848)
"2211","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,NA,NA,c(-71.0277414, 42.357852)
"2212","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,NA,NA,c(-71.0268803, 42.3647725)
"2213","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,NA,NA,c(-71.0282512, 42.364018)
"2214","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,"Massachusetts",1,c(-71.0441289, 42.3703146)
"2215","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,"Massachusetts",1,c(-71.0421693, 42.3734418)
"2216","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,"Massachusetts",1,c(-71.0422153, 42.3778079)
"2217","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,"Massachusetts",1,c(-71.0393269, 42.3841044)
"2218","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,"Massachusetts",1,c(-71.0271336, 42.3826966)
"2219","BOSTON WATER AND SEWER COMM, CSO","980 HARRISON STREET","BOSTON","MA",330,NA,NA,NA,c(-71.068804, 42.3854727)
