"","FACILITY_NAME","LOCATION_ADDRESS","FACILITY_CITY","STATE_CODE","PERMIT_DESIGN_FLOW","PERMIT_AVG_FLOW","SF","SN_C","geometry"
"6484","MCMECHEN CITY OF","1501-WEST BALTIMORE AVE. (AKA-16TH AND ROUTE 2)","MCMECHEN","WV",0.3,NA,"West Virginia",1,c(-80.7347, 39.9853)
"6485","MCMECHEN CITY OF","1501-WEST BALTIMORE AVE. (AKA-16TH AND ROUTE 2)","MCMECHEN","WV",0.3,NA,"West Virginia",1,c(-80.7317, 39.9786)
"6486","MCMECHEN CITY OF","1501-WEST BALTIMORE AVE. (AKA-16TH AND ROUTE 2)","MCMECHEN","WV",0.3,NA,"West Virginia",1,c(-80.7358, 39.9825)
"6487","MOOREFIELD WASTEWATER COLLECTION SYSTEM","206 WINCHESTER AVE.","MOOREFIELD","WV",NA,NA,NA,NA,c(-78.9742, 39.0658)
"6488","MOOREFIELD WASTEWATER COLLECTION SYSTEM","206 WINCHESTER AVE.","MOOREFIELD","WV",NA,NA,NA,NA,c(-78.9742, 39.0647)
"6489","FOLLANSBEE CITY OF","RIVER ROAD","FOLLANSBEE","WV",1.6,NA,"West Virginia",1,c(-80.5972, 40.3303)
"6490","FOLLANSBEE CITY OF","RIVER ROAD","FOLLANSBEE","WV",1.6,NA,"West Virginia",1,c(-80.5972, 40.3283)
"6491","FOLLANSBEE CITY OF","RIVER ROAD","FOLLANSBEE","WV",1.6,NA,"West Virginia",1,c(-80.5983, 40.3228)
"6492","FOLLANSBEE CITY OF","RIVER ROAD","FOLLANSBEE","WV",1.6,NA,"West Virginia",1,c(-80.5975, 40.3181)
"6493","FOLLANSBEE CITY OF","RIVER ROAD","FOLLANSBEE","WV",1.6,NA,"West Virginia",1,c(-80.5972, 40.3239)
"6494","MONTGOMERY CITY OF","1422 3RD AVE, WEST","MONTGOMERY","WV",0.5,NA,"West Virginia",1,c(-81.33, 38.1814)
"6495","MONTGOMERY CITY OF","1422 3RD AVE, WEST","MONTGOMERY","WV",0.5,NA,"West Virginia",1,c(-81.3283, 38.1828)
"6496","MONTGOMERY CITY OF","1422 3RD AVE, WEST","MONTGOMERY","WV",0.5,NA,"West Virginia",1,c(-81.3267, 38.1819)
"6497","MONTGOMERY CITY OF","1422 3RD AVE, WEST","MONTGOMERY","WV",0.5,NA,"West Virginia",1,c(-81.3344, 38.1806)
"6498","CITY OF BENWOOD","430 MAIN STREET","BENWOOD","WV",NA,NA,"West Virginia",1,c(-80.7356, 40.0011)
"6499","CITY OF BENWOOD","430 MAIN STREET","BENWOOD","WV",NA,NA,"West Virginia",1,c(-80.7378, 40.0117)
"6500","CITY OF BENWOOD","430 MAIN STREET","BENWOOD","WV",NA,NA,"West Virginia",1,c(-80.7353, 40.0017)
"6501","CITY OF MULLENS SANITERY BOARD","601 GUYANDOTTE AVE","MULLENS","WV",0.33,NA,"West Virginia",1,c(-81.3889, 37.5778)
"6502","CITY OF MULLENS SANITERY BOARD","601 GUYANDOTTE AVE","MULLENS","WV",0.33,NA,"West Virginia",1,c(-81.395, 37.5719)
"6503","CITY OF MULLENS SANITERY BOARD","601 GUYANDOTTE AVE","MULLENS","WV",0.33,NA,"West Virginia",1,c(-81.3997, 37.5725)
"6504","SMITHERS CITY OF","518 MICHIGAN AVE","SMITHERS","WV",NA,NA,"West Virginia",1,c(-81.3061, 38.1697)
"6505","SMITHERS CITY OF","518 MICHIGAN AVE","SMITHERS","WV",NA,NA,"West Virginia",1,c(-81.3064, 38.175)
"6506","SMITHERS CITY OF","518 MICHIGAN AVE","SMITHERS","WV",NA,NA,"West Virginia",1,c(-81.3108, 38.1806)
"6507","TOWN OF MARMET","WV RT. 61 ON EASTERN BANK OF LENS CREEK","MARMET","WV",0.5,NA,NA,NA,c(-81.5717, 38.2533)
"6508","TOWN OF MARMET","WV RT. 61 ON EASTERN BANK OF LENS CREEK","MARMET","WV",0.5,NA,NA,NA,c(-81.5689, 38.2506)
"6509","TOWN OF MARMET","WV RT. 61 ON EASTERN BANK OF LENS CREEK","MARMET","WV",0.5,NA,NA,NA,c(-81.5625, 38.2461)
"6510","CITY OF SISTERSVILLE","300 CLAY STREET","SISTERSVILLE","WV",0.3,NA,NA,NA,c(-81.0053, 39.5603)
"6511","CITY OF SISTERSVILLE","300 CLAY STREET","SISTERSVILLE","WV",0.3,NA,NA,NA,c(-81.005, 39.5586)
"6512","CITY OF SISTERSVILLE","300 CLAY STREET","SISTERSVILLE","WV",0.3,NA,NA,NA,c(-81.0144, 39.5636)
"6513","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0319, 39.3411)
"6514","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0306, 39.34)
"6515","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0303, 39.34)
"6516","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.025, 39.3403)
"6517","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0242, 39.34)
"6518","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0239, 39.3378)
"6519","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0194, 39.3317)
"6520","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.02, 39.3389)
"6521","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.02, 39.3394)
"6522","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0172, 39.3425)
"6523","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0161, 39.3389)
"6524","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0242, 39.34)
"6525","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-79.9994, 39.3464)
"6526","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,"West Virginia",1,c(-80.0225, 39.3417)
"6527","CITY OF GRAFTON","466 GEORGE WASHINGTON HIGHWAY","GRAFTON","WV",2.3,NA,NA,NA,c(-80.0408, 39.3531)
"6528","TWON OF FARMINGTON","P.O. BOX 520","FARMINGTON","WV",0.125,NA,"West Virginia",1,c(-80.2492, 39.5114)
"6529","KINGWOOD CITY OF","102 SHOWER BATH RD","KINGWOOD","WV",0.633,NA,"West Virginia",1,c(-79.6806, 39.4792)
"6530","KINGWOOD CITY OF","102 SHOWER BATH RD","KINGWOOD","WV",0.633,NA,"West Virginia",1,c(-79.6617, 39.4592)
"6531","KINGWOOD CITY OF","102 SHOWER BATH RD","KINGWOOD","WV",0.633,NA,"West Virginia",1,c(-79.6794, 39.4475)
"6532","RICHWOOD CITY OF","STAFF DRIVE","RICHWOOD","WV",0.5,NA,"West Virginia",1,c(-80.5375, 38.2219)
"6533","RICHWOOD CITY OF","STAFF DRIVE","RICHWOOD","WV",0.5,NA,"West Virginia",1,c(-80.5617, 38.2208)
"6534","POINT PLEASANT WASTEWATER TREATMENT PLANT","SECOND AND WALNUT STREET","POINT PLEASANT","WV",0.7,NA,"West Virginia",1,c(-82.1367, 38.8564)
"6535","POINT PLEASANT WASTEWATER TREATMENT PLANT","SECOND AND WALNUT STREET","POINT PLEASANT","WV",0.7,NA,"West Virginia",1,c(-82.1364, 38.8375)
"6536","CITY OF PARSONS","450 D AND W LANE","PARSONS","WV",0.4,NA,"West Virginia",1,c(-79.6778, 39.0975)
"6537","CITY OF PARSONS","450 D AND W LANE","PARSONS","WV",0.4,NA,"West Virginia",1,c(-79.6803, 39.1014)
"6538","CITY OF PARSONS","450 D AND W LANE","PARSONS","WV",0.4,NA,"West Virginia",1,c(-79.6797, 39.0936)
"6539","CITY OF PARSONS","450 D AND W LANE","PARSONS","WV",0.4,NA,"West Virginia",1,c(-79.6825, 39.1039)
"6540","CITY OF PARSONS","450 D AND W LANE","PARSONS","WV",0.4,NA,"West Virginia",1,c(-79.6806, 39.1006)
"6541","BETHANY SANITATION BOARD","CASTLEMAN ROAD","BETHANY","WV",0.2,NA,NA,NA,c(-80.5525, 40.2042)
"6542","BETHANY SANITATION BOARD","CASTLEMAN ROAD","BETHANY","WV",0.2,NA,NA,NA,c(-80.5531, 40.2014)
"6543","BETHANY SANITATION BOARD","CASTLEMAN ROAD","BETHANY","WV",0.2,NA,NA,NA,c(-80.5597, 40.2036)
"6544","FAYETTEVILLE WTTP","275 WOOLLARD ROAD","FAYETTEVILLE","WV",0.5,0,"West Virginia",1,c(-81.1022, 38.065)
"6545","FAYETTEVILLE WTTP","275 WOOLLARD ROAD","FAYETTEVILLE","WV",0.5,0,"West Virginia",1,c(-81.0967, 38.0528)
"6546","PRINCETON SANITARY BOARD","719 ROUNDHOUSE RD","PRINCETON","WV",4.9,0,"West Virginia",1,c(-81.0853, 37.3842)
"6547","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9606, 39.6281)
"6548","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9572, 39.6264)
"6549","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.955, 39.6272)
"6550","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9544, 39.6275)
"6551","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9517, 39.6292)
"6552","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9472, 39.6275)
"6553","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9353, 39.6294)
"6554","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9344, 39.6289)
"6555","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9272, 39.625)
"6556","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9258, 39.6233)
"6557","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9258, 39.6197)
"6558","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9247, 39.6183)
"6559","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9225, 39.6153)
"6560","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.97, 39.6167)
"6561","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9689, 39.6186)
"6562","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9658, 39.6228)
"6563","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9622, 39.6272)
"6564","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9614, 39.6281)
"6565","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9586, 39.6314)
"6566","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9578, 39.6325)
"6567","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9572, 39.6342)
"6568","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9572, 39.635)
"6569","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9578, 39.6364)
"6570","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9633, 39.6406)
"6571","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9853, 39.6569)
"6572","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9917, 39.6564)
"6573","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9875, 39.6633)
"6574","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9606, 39.6283)
"6575","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9758, 39.6669)
"6576","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9467, 39.6269)
"6577","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9586, 39.6369)
"6578","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9592, 39.6261)
"6579","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.9539, 39.6286)
"6580","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9928, 39.6561)
"6581","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9564, 39.6272)
"6582","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.96, 39.6283)
"6583","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9572, 39.6258)
"6584","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,NA,NA,c(-79.9544, 39.6275)
"6585","MORGANTOWN WWTP","300 FRONTIER STREET","STAR CITY","WV",20.8,NA,"West Virginia",1,c(-79.935, 39.6297)
"6586","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.5269, 38.4022)
"6587","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.5167, 38.4042)
"6588","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.5022, 38.4083)
"6589","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4931, 38.4119)
"6590","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.48, 38.4133)
"6591","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4683, 38.4189)
"6592","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4583, 38.4211)
"6593","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4536, 38.4222)
"6594","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4444, 38.4242)
"6595","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4414, 38.425)
"6596","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4328, 38.4269)
"6597","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4244, 38.4297)
"6598","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4147, 38.4333)
"6599","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4064, 38.4361)
"6600","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.3922, 38.4286)
"6601","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,NA,NA,c(-82.3889, 38.4139)
"6602","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.3897, 38.4169)
"6603","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.3903, 38.4228)
"6604","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.3869, 38.4311)
"6605","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.37, 38.4317)
"6606","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.4983, 38.4064)
"6607","CITY OF HUNTINGTON/ HUNTINGTON SANITARY BOARD","VINSON ROAD AND FLOODWALL","HUNTINGTON","WV",17,0,"West Virginia",1,c(-82.3897, 38.4183)
"6608","CITY OF MARTINSBURG WWTP","500 E JOHN ST","MARTINSBURG","WV",3,NA,NA,NA,c(-77.9539, 39.4514)
"6609","CITY OF ST. ALBANS MUNICIPAL UTILITY COMMISSION","1499 MACCORKLE AVE.","ST. ALBANS","WV",4,0,"West Virginia",1,c(-81.8044, 38.385)
"6610","CITY OF ST. ALBANS MUNICIPAL UTILITY COMMISSION","1499 MACCORKLE AVE.","ST. ALBANS","WV",4,0,"West Virginia",1,c(-81.8289, 38.3928)
"6611","CITY OF ST. ALBANS MUNICIPAL UTILITY COMMISSION","1499 MACCORKLE AVE.","ST. ALBANS","WV",4,0,"West Virginia",1,c(-81.8211, 38.3881)
"6612","CITY OF BECKLEY","700 PINEY CREEK RD.","BECKLEY","WV",8,0,"West Virginia",1,c(-81.1706, 37.7901)
"6613","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6681, 38.3667)
"6614","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6433, 38.3553)
"6615","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6642, 38.3644)
"6616","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6628, 38.3639)
"6617","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6606, 38.3628)
"6618","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6594, 38.3622)
"6619","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6578, 38.3611)
"6620","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6558, 38.3603)
"6621","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6683, 38.3669)
"6622","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6317, 38.3578)
"6623","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.655, 38.3597)
"6624","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6219, 38.3597)
"6625","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6431, 38.3558)
"6626","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6469, 38.3519)
"6627","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6372, 38.3483)
"6628","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6344, 38.3458)
"6629","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6331, 38.3442)
"6630","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6289, 38.3417)
"6631","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6267, 38.3403)
"6632","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6219, 38.3383)
"6633","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6028, 38.3344)
"6634","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.61, 38.3331)
"6635","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6822, 38.3728)
"6636","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.5947, 38.3319)
"6637","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.585, 38.3286)
"6638","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.5739, 38.3228)
"6639","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.5681, 38.3186)
"6640","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6292, 38.3397)
"6641","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6656, 38.3403)
"6642","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6764, 38.3436)
"6643","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6853, 38.3406)
"6644","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.5614, 38.3061)
"6645","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6583, 38.3592)
"6646","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6947, 38.3383)
"6647","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6572, 38.3244)
"6648","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6528, 38.3278)
"6649","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6556, 38.3092)
"6650","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6917, 38.3764)
"6651","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6692, 38.3731)
"6652","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6778, 38.3733)
"6653","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.68, 38.3722)
"6654","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.5622, 38.3111)
"6655","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6703, 38.3617)
"6656","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6192, 38.335)
"6657","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6144, 38.3333)
"6658","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,NA,NA,c(-81.6111, 38.3331)
"6659","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.5686, 38.3092)
"6660","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6528, 38.3589)
"6661","THE SANITARY BOARD OF THE CITY OF CHARLESTON","208 26TH STREET W","CHARLESTON","WV",14,NA,"West Virginia",1,c(-81.6194, 38.3372)
